,red_card_continent,age,nation,league,team,goals_selection,selections_nation,position,price,goal_champ,assist_champ,own_goal_champ,yellow_card_champ,second_yellow_card_champ,red_card_champ,goal_cup,assist_cup,own_goal_cup,yellow_card_cup,second_yellow_card_cup,red_card_cup,goal_continent,assist_continent,own_goal_continent,yellow_card_continent,second_yellow_card_continent
7488,0.0,24,Ghana,USLC,TBRowdies,0,0,DefensiveMidfield,175000.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6885,0.0,29,Venezuela,TorneoApertura,PortuguesaFC,0,0,Goalkeeper,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
228,9.0,36,Netherlands,PremierLeague,Everton,0,58,Goalkeeper,1000000.0,0.0,0.0,1.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,2.0,0.0,35.0
8607,0.0,33,UnitedStates,MLS,Quakes,0,0,LeftWinger,400000.0,13.0,42.0,0.0,17.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0
11140,0.0,22,NewZealand,NewZealandPremiership,CanterburyUtd,0,0,Defender,100000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10576,0.0,22,Fiji,PremierLeague,TavuaFC,0,0,Defender,75000.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7360,1.0,27,Argentina,PrimeraBNacional,Gimnasia(J),0,0,RightWinger,400000.0,14.0,9.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4214,0.0,24,Morocco,Eredivisie,FCUtrecht,2,9,RightWinger,1750000.0,31.0,18.0,0.0,24.0,2.0,0.0,8.0,3.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
990,0.0,28,France,Ligue1,StadeRennais,0,5,CentralMidfield,5000000.0,22.0,30.0,0.0,25.0,1.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,3.0,5.0,0.0,2.0,0.0
6022,0.0,25,Tunisia,LigueIPro,USTataouine,0,0,Forward,25000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7648,0.0,22,Brazil,SérieB,CriciúmaEC,0,0,CentralMidfield,200000.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4817,0.0,19,Italy,SerieA,ASRoma,0,0,AttackingMidfield,10000000.0,30.0,12.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
4220,0.0,32,Netherlands,Eredivisie,FCUtrecht,0,17,CentralMidfield,1500000.0,24.0,45.0,0.0,36.0,1.0,2.0,5.0,6.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
5188,0.0,29,Tunisia,LigueIPro,ESMetlaoui,0,0,DefensiveMidfield,150000.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,0.0,34,Cyprus,FirstDivision,Apol.Limassol,0,1,LeftWinger,400000.0,98.0,23.0,0.0,48.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,3.0,4.0,0.0,2.0,0.0
77,0.0,31,Greece,FirstDivision,ErmisAradippou,0,0,DefensiveMidfield,100000.0,3.0,1.0,1.0,41.0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12550,0.0,19,Japan,J1League,Sanf.Hiroshima,0,2,Goalkeeper,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9613,0.0,27,Iran,AzadeganLeague,NavadUrmiaFC,0,0,RightWinger,100000.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9872,0.0,18,Australia,A0League,MelbourneCity,0,0,LeftWinger,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7688,0.0,23,Uruguay,PrimeraDivisión,Wanderers,0,0,CentralMidfield,125000.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7520,0.0,28,Ireland,USLC,LouisvilleCity,0,0,AttackingMidfield,175000.0,15.0,11.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7009,0.0,34,Venezuela,TorneoApertura,Mineros,0,9,DefensiveMidfield,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0
12642,0.0,20,Japan,J1League,CerezoOsaka,0,0,Goalkeeper,75000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,0.0,21,Croatia,ParvaLiga,Lok.Plovdiv,0,0,AttackingMidfield,200000.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,0.0,24,Austria,Bundesliga,FCSchalke04,4,22,RightMidfield,5000000.0,56.0,35.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
9432,0.0,37,Argentina,SérieA,Internacional,3,28,AttackingMidfield,1000000.0,66.0,89.0,0.0,109.0,3.0,5.0,5.0,0.0,0.0,2.0,0.0,1.0,9.0,9.0,0.0,13.0,0.0
11112,0.0,21,NewZealand,NewZealandPremiership,SouthernUnited,0,0,Forward,150000.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9896,0.0,19,Uzbekistan,Superliga,Bunyodkor,0,2,Midfielder,50000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6138,0.0,27,Morocco,BotolaPro,RapideOuedZem,0,0,CentralMidfield,375000.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5712,0.0,27,Iran,AzadeganLeague,GolreyhanFC,0,0,DefensiveMidfield,150000.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,0.0,34,Estonia,Ekstraklasa,PiastGliwice,23,110,AttackingMidfield,150000.0,101.0,70.0,0.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11667,0.0,28,Thailand,ThaiLeague,SwatCat,0,0,RightMidfield,25000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2501,0.0,21,Switzerland,SuperLeague,FCSt.Gallen,0,2,LeftMidfield,800000.0,23.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6272,0.0,20,Morocco,BotolaPro,RajaCasablanca,0,0,CentralMidfield,225000.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3416,0.0,24,Slovenia,SüperLig,Fenerbahce,2,9,AttackingMidfield,6000000.0,35.0,37.0,0.0,28.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10279,0.0,19,Japan,J2League,TokyoVerdy,0,0,AttackingMidfield,400000.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4608,0.0,30,Serbia,SerieA,Genoa,0,10,DefensiveMidfield,3000000.0,3.0,7.0,0.0,60.0,3.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12699,0.0,24,Brazil,J1League,NagoyaGrampus,0,0,LeftMidfield,600000.0,23.0,14.0,0.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8647,1.0,26,UnitedStates,MLS,Cincinnati,0,0,Goalkeeper,200000.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6376,0.0,31,SouthAfrica,ABSAPremiership,GoldenArrows,0,0,LeftWinger,350000.0,24.0,25.0,0.0,14.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,28,England,PremierLeague,Newcastle,0,0,Goalkeeper,3500000.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
7536,0.0,28,Jamaica,USLC,St.LouisFC,0,0,RightWinger,175000.0,10.0,5.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,0.0,30,France,Ligue1,SCOAngers,0,0,LeftMidfield,900000.0,8.0,14.0,0.0,10.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10224,0.0,18,Japan,J2League,MachidaZelvia,0,0,Forward,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3943,0.0,31,Portugal,LigaNOS,BelenensesSAD,0,4,DefensiveMidfield,400000.0,12.0,4.0,0.0,80.0,3.0,2.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11560,0.0,22,Qatar,StarsLeague,Al0Khor,0,0,Midfielder,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,0.0,28,Spain,Ekstraklasa,Jagiellonia,0,0,LeftWinger,750000.0,48.0,16.0,0.0,27.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,0.0,22,Israel,Ligatha'Al,M.TelAviv,1,5,SecondStriker,400000.0,13.0,9.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,0.0,24,Israel,Ligatha'Al,HapoelTelAviv,0,0,Midfielder,250000.0,3.0,6.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7857,0.0,33,Argentina,PrimeraDivisión,Nacional,0,0,AttackingMidfield,400000.0,25.0,38.0,0.0,27.0,1.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0
9025,0.0,24,Argentina,PrimeraDivisión,SanMartín,0,0,LeftWinger,850000.0,6.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2716,0.0,22,Austria,Bundesliga,FCWacker,0,0,CentralMidfield,250000.0,29.0,6.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12144,0.0,31,Japan,J1League,UrawaReds,0,11,CentralMidfield,2000000.0,65.0,107.0,0.0,44.0,0.0,0.0,6.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12575,0.0,27,Japan,J1League,YokohamaF.M.,0,1,DefensiveMidfield,1200000.0,12.0,14.0,0.0,38.0,1.0,0.0,3.0,3.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
8658,0.0,30,Brazil,MLS,SaltLake,0,0,DefensiveMidfield,1000000.0,6.0,7.0,0.0,80.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
11100,0.0,18,NewZealand,NewZealandPremiership,Hawke’sBay,0,2,Forward,150000.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,0.0,35,Togo,Ligue1,Reims,0,57,DefensiveMidfield,800000.0,12.0,13.0,0.0,89.0,3.0,4.0,4.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
10254,0.0,23,Japan,J2League,OmiyaArdija,0,0,CentralMidfield,500000.0,2.0,17.0,1.0,13.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,0.0,24,Ukraine,PremierLiga,OlimpikDonetsk,0,0,DefensiveMidfield,500000.0,5.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10431,0.0,33,China,LeagueOne,BJEnterprises,0,3,RightWinger,50000.0,14.0,20.0,0.0,13.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4458,0.0,25,Spain,LaLiga,Girona,0,0,DefensiveMidfield,7500000.0,4.0,7.0,0.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9636,0.0,25,Iran,AzadeganLeague,AluminiumArak,0,0,CentralMidfield,200000.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11803,0.0,32,"Korea,South",KLeague1,GyeongnamFC,0,0,CentralMidfield,250000.0,10.0,8.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
3074,0.0,21,Belgium,JupilerProLeague,RSCCharleroi,0,0,CentralMidfield,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7230,0.0,22,Mexico,AscensoMXClausura,Oaxaca,0,0,RightMidfield,400000.0,1.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2824,0.0,28,Austria,Bundesliga,SKNSt.Pölten,0,3,CentralMidfield,300000.0,29.0,32.0,0.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,0.0,24,Belgium,Ligue1,FCNantes,0,1,LeftMidfield,6500000.0,31.0,37.0,0.0,17.0,1.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
10747,0.0,32,TheGambia,I0League,ShillongLajong,0,0,RightWinger,275000.0,19.0,1.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9337,0.0,26,Brazil,SérieA,GoiásEC,0,0,AttackingMidfield,500000.0,18.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11751,0.0,27,Thailand,ThaiLeague,PTPrachuapFC,0,0,Goalkeeper,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6332,0.0,20,SouthAfrica,ABSAPremiership,MaritzburgUtd.,0,0,CentralMidfield,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6005,0.0,24,Morocco,BotolaPro,Berrechid,0,0,DefensiveMidfield,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,0.0,18,Croatia,1.HNL,HajdukSplit,3,11,CentralMidfield,550000.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6525,0.0,27,Algeria,LigueProfessionnelle1,ParadouAC,0,1,Goalkeeper,450000.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2502,0.0,21,Ghana,SuperLeague,FCSt.Gallen,0,1,CentralMidfield,1250000.0,6.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9596,0.0,29,"Korea,South",KLeague2,BucheonFC,0,5,DefensiveMidfield,400000.0,9.0,22.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4646,0.0,18,Coted'Ivoire,SerieA,FCEmpoli,0,0,CentralMidfield,7000000.0,18.0,13.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2699,17.0,31,Ukraine,PremierLiga,DynamoKyiv,0,6,Goalkeeper,2000000.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,43.0
8642,0.0,30,UnitedStates,MLS,Cincinnati,0,2,CentralMidfield,600000.0,9.0,16.0,0.0,13.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10427,0.0,27,China,LeagueOne,GZHengfeng,0,0,DefensiveMidfield,175000.0,7.0,3.0,1.0,28.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11061,0.0,28,Spain,IndianSuperLeague,ATK,0,0,LeftWinger,450000.0,16.0,9.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2388,0.0,20,Ukraine,PremierLiga,ArsenalKyiv,1,5,LeftWinger,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
8695,0.0,23,UnitedStates,MLS,ChicagoFire,0,0,CentralMidfield,400000.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11599,0.0,23,Qatar,StarsLeague,QatarSC,0,2,Midfielder,75000.0,5.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11292,16.0,28,Qatar,StarsLeague,AlDuhail,0,18,Goalkeeper,300000.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
8168,0.0,21,Mexico,LigaMXClausura,Morelia,0,0,Forward,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,0.0,23,Coted'Ivoire,Ligue1,LOSCLille,3,10,RightWinger,40000000.0,38.0,17.0,0.0,10.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2989,0.0,37,Belgium,JupilerProLeague,ZulteWaregem,6,35,RightWinger,100000.0,105.0,97.0,0.0,64.0,2.0,0.0,4.0,6.0,0.0,3.0,0.0,0.0,4.0,10.0,0.0,4.0,0.0
7703,0.0,20,Uruguay,PrimeraDivisión,RamplaJrs,0,0,SecondStriker,25000.0,11.0,11.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11115,0.0,32,NewZealand,NewZealandPremiership,SouthernUnited,0,0,Goalkeeper,200000.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10086,0.0,24,Japan,J2League,Monte.Yamagata,1,1,RightMidfield,150000.0,20.0,7.0,1.0,10.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12340,0.0,32,Cameroon,ProfessionalLeague,AlQadisiyah,0,2,LeftWinger,700000.0,82.0,52.0,0.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
3235,1.0,33,Turkey,SüperLig,Konyaspor,0,4,Goalkeeper,850000.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,18.0
4473,1.0,19,Ukraine,LaLiga,CDLeganés,0,3,Goalkeeper,5000000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0
5416,0.0,27,Japan,J2League,V0V.Nagasaki,0,0,DefensiveMidfield,400000.0,7.0,6.0,2.0,31.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6495,0.0,23,Algeria,LigueProfessionnelle1,MOBéjaïa,0,0,RightMidfield,175000.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11012,0.0,34,Senegal,IndianSuperLeague,MumbaiCity,1,14,RightWinger,700000.0,58.0,57.0,1.0,66.0,1.0,4.0,7.0,6.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0
172,0.0,25,Spain,PremierLeague,Newcastle,0,2,SecondStriker,10000000.0,49.0,21.0,1.0,14.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10862,0.0,23,Indonesia,Liga1,PSTIRA,0,0,Midfielder,75000.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9185,0.0,24,Paraguay,PrimeraDivisión,GodoyCruz,0,4,DefensiveMidfield,500000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10184,0.0,23,Japan,J2League,AlbirexNiigata,0,0,RightWinger,350000.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5912,0.0,32,Egypt,PremierLeague,ElMasry,0,0,Goalkeeper,150000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
10614,0.0,25,Lebanon,PremierLeague,Al0Ansar,0,0,Forward,50000.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,0.0,33,Spain,FirstDivision,AEKLarnaca,0,0,LeftWinger,400000.0,12.0,25.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445,3.0,20,Venezuela,LigaÁguilaI,Millonarios,0,12,Goalkeeper,3000000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,6.0
3803,0.0,26,Brazil,LigaNOS,VitóriaSetúbal,0,0,AttackingMidfield,800000.0,8.0,6.0,0.0,25.0,1.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7071,0.0,26,Argentina,AscensoMXClausura,VenadosFC,0,0,AttackingMidfield,200000.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6504,0.0,34,Algeria,LigueProfessionnelle1,MOBéjaïa,0,0,Goalkeeper,150000.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
8815,0.0,22,UnitedStates,MLS,SoundersFC	,0,0,RightWinger,450000.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,0.0,30,Albania,Ligatha'Al,MaccabiNetanya,2,47,LeftMidfield,950000.0,35.0,23.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3215,0.0,25,Nigeria,SüperLig,Bursaspor,0,23,RightMidfield,700000.0,4.0,2.0,0.0,18.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8099,0.0,22,Mexico,LigaMXClausura,León,4,7,CentralMidfield,400000.0,4.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9834,0.0,28,Uzbekistan,Superliga,FKAndijan,0,4,Goalkeeper,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7291,1.0,31,Uruguay,PrimeraBNacional,LosAndes,0,0,CentralMidfield,350000.0,6.0,13.0,0.0,32.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8543,0.0,26,Colombia,LigaÁguilaI,Indep.SantaFe,0,0,LeftWinger,800000.0,8.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10745,0.0,31,India,I0League,NEROCAFC,0,0,RightMidfield,75000.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8299,0.0,21,Colombia,LigaÁguilaI,Envigado,0,0,LeftMidfield,300000.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2728,0.0,28,Mexico,Premiership,Rangers,2,19,CentralMidfield,1000000.0,53.0,12.0,0.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
8333,0.0,19,Mexico,LigaMXClausura,Monterrey,0,2,DefensiveMidfield,5000000.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8026,0.0,24,Canada,CanadianPremierLeague,CavalryFC,0,0,DefensiveMidfield,175000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5559,0.0,19,Japan,J2League,KashiwaReysol,0,0,Goalkeeper,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
