,red_card_continent,own_goal_champ,yellow_card_champ,second_yellow_card_champ,red_card_champ,goal_cup,yellow_card_cup,goal_continent,assist_continent,own_goal_continent,yellow_card_continent,second_yellow_card_continent,score_goal_cup,score_goal_champ,score_goals_selection,score_assist_cup,score_assist_champ,score_selections_nation
8288,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0
9193,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,6.0
5541,0.0,0.0,47.0,7.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,0.0,0.0,14.0,1.5
4494,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
11575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9948,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4832,0.0,0.0,34.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,2.0,1.0,12.0,22.0
12704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2851,0.0,0.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,94.0,1.0,0.0,52.0,4.0
8369,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9397,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.5,0.0
6696,0.0,0.0,34.0,4.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,44.0,10.0,0.0,39.0,41.0
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0
11953,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4449,5.0,0.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8729,0.0,0.0,7.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0,0.0,4.5,18.0,0.0
10817,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2124,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,6.0,1.5,0.0,4.0,12.0
3571,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3433,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,13.0
8521,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,15.0,12.0
9081,1.0,0.0,74.0,3.0,3.0,1.0,16.0,0.0,0.0,0.0,7.0,0.0,1.0,26.0,0.0,11.0,14.0,0.0
8807,1.0,0.0,34.0,2.0,1.0,2.0,5.0,4.0,1.0,0.0,1.0,0.0,3.0,31.5,0.0,6.0,28.5,0.0
10494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,16.0
10548,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,9.0
12096,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
9765,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0
10490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
11008,0.0,0.0,31.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,4.0,10.0
1410,0.0,0.0,52.0,2.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,58.0,2.0,1.0,47.0,4.0
10832,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
4614,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,10.0,0.0
2452,0.0,0.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,4.0,3.0
10997,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11860,0.0,0.0,20.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,30.0,6.0,0.0,24.0,38.0
11538,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,5.0,16.0
9530,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
4318,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
9439,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,6.0,2.0
8781,0.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,6.0,0.0
7141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,0.0,0.0,18.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,62.0,5.0,2.0,30.0,23.0
11028,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4285,0.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,4.0,18.0
8878,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
469,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
6642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11224,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,13.0,3.0
4504,0.0,1.0,64.0,0.0,0.0,0.0,8.0,5.0,3.0,0.0,10.0,0.0,0.0,44.0,0.0,8.0,32.0,60.0
6436,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
3610,0.0,0.0,63.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,25.5,2.0,0.0,45.0,30.0
4424,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
10621,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0
3799,0.0,0.0,21.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,13.5,4.0,1.5,7.5,32.0
6588,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,5.0,18.0
2464,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.5,0.0,25.0,16.5
1851,0.0,0.0,40.0,0.0,0.0,11.0,5.0,0.0,2.0,0.0,3.0,0.0,11.0,83.0,2.0,3.0,64.0,6.0
10838,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0
4678,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
8431,0.0,0.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4750,0.0,0.0,13.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,8.0,25.5
9978,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
3276,0.0,0.0,65.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,30.0,3.0
2956,0.0,0.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,1.0,5.0,0.0
11014,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,7.0
1067,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
1603,0.0,0.0,28.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,56.0,0.0,1.0,50.0,8.0
6862,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10436,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
12015,0.0,0.0,15.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,12.0,34.0,0.0,19.0,120.0
3576,0.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,31.5,0.0
1890,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12020,0.0,0.0,12.0,1.0,0.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0,44.0,2.0,4.0,47.0,18.0
11746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3713,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1118,0.0,1.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
982,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,4.0,2.0,16.0,24.0
7776,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1501,0.0,1.0,46.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,2.0,0.0,6.0,58.0,0.0,2.0,17.0,6.0
10362,0.0,1.0,22.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,12.0,1.0,0.0,8.0,85.0
3561,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0
6638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7001,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0
4601,0.0,0.0,23.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,3.0,6.0,38.0,40.5
157,0.0,1.0,54.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,13.5
3521,0.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,5.0,0.0,1.0,5.0,22.0
6480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10201,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,6.0,0.0
3919,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
4079,1.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,0.0,0.0,26.0,0.0,3.0,4.0,2.0,6.0,4.0,0.0,3.0,0.0,8.0,148.0,0.0,14.0,86.0,14.0
11557,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
11534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3224,0.0,0.0,39.0,2.0,0.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,6.0,38.0,0.0,4.0,22.0,1.0
3446,0.0,0.0,38.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,57.0,2.0,4.0,32.0,8.0
11066,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,66.0,0.0,0.0,7.0,6.0,6.0,9.0,0.0,11.0,0.0,14.0,72.0,14.0,24.0,162.0,226.0
4894,0.0,0.0,22.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0
3242,0.0,0.0,40.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,2.0,22.0,0.0
6429,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0
11565,0.0,0.0,30.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,0.0,8.0,49.0,0.0
5434,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3779,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.5,0.0
11592,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,11.0
588,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0
10659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,7.0
1217,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3370,0.0,0.0,40.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,5.0,4.0
7587,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,6.0,0.0
9481,0.0,0.0,27.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,3.0,18.0,0.0
10534,0.0,0.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,2.0,15.0
801,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,12.0,4.0
9156,1.0,0.0,45.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0
11888,0.0,0.0,41.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,86.0,2.0,4.0,38.0,12.0
9524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6551,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,5.0,2.0
11108,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0
8117,0.0,1.0,23.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.5,0.0,0.0,36.0,0.0
6989,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0
10337,0.0,2.0,31.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0
3517,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9630,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
12541,0.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,2.0,38.0,0.0
8466,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
5409,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,13.0,0.0
6087,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
9746,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
2936,0.0,1.0,60.0,7.0,3.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,1.0,18.0,0.0,0.0,11.0,0.0
8673,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11886,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
6991,0.0,0.0,3.0,0.0,0.0,2.0,10.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0
1048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,2.0,28.0
11635,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6366,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11463,0.0,0.0,62.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,59.0,15.0,0.0,38.0,82.5
433,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3.0,0.0,6.0,18.0
1390,0.0,0.0,18.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,7.0,6.0
541,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
5919,0.0,0.0,25.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,2.0,6.0,70.0,25.0
3708,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
2973,0.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
4823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2096,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,4.0,0.0
11479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12593,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6708,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
7539,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,3.0,0.0
6818,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,10.0,0.0
9279,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,0.0
5573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3412,0.0,0.0,47.0,0.0,0.0,10.0,1.0,6.0,12.0,0.0,8.0,0.0,10.0,50.0,16.0,9.0,90.0,104.0
5486,0.0,0.0,34.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,6.0,3.0
1331,0.0,0.0,36.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,2.0,1.0,20.0,8.0
4974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2729,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,7.0,11.0
7144,0.0,1.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,0.0,0.0,80.0,3.0,3.0,1.0,8.0,0.0,3.0,0.0,14.0,0.0,1.0,18.0,1.0,5.0,44.0,15.0
7068,0.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0
11200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12221,0.0,0.0,15.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,12.0,1.0
11668,0.0,0.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12508,0.0,0.0,47.0,1.0,1.0,3.0,9.0,3.0,1.0,0.0,8.0,0.0,3.0,21.0,0.0,2.0,20.0,6.0
9441,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7438,0.0,0.0,36.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
10661,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1866,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0
9165,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
5329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
11293,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,1.0,0.0,8.0,4.0
3953,0.0,0.0,30.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,46.5,0.0,6.0,15.0,0.0
6300,0.0,0.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0
5902,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,10.0,0.0
9166,1.0,0.0,19.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,32.0,1.5,0.0,14.0,3.0
2621,0.0,0.0,70.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,16.0,0.0
2313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.5,0.0,6.0,4.5
5901,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8536,0.0,0.0,63.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,7.5,66.0,2.0,12.0,81.0,44.0
9761,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
